position,song,artist,popularity,album_type,total_track,release_date
13,Angel Pt. 1,Fast & Furious: The Fast Saga & Jimin & BTS,84,single,2,17-05-2023
14,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,album,15,02-12-2022
15,BESO,ROSALÍA & Rauw Alejandro,96,single,3,24-03-2023
16,Calm Down (with Selena Gomez),Rema,80,album,22,27-04-2023
17,Die For You (with Ariana Grande) - Remix,The Weeknd,88,album,21,14-03-2023
18,See You Again (feat. Kali Uchis),Tyler The Creator,94,album,14,21-07-2017
19,TQM,Fuerza Regida,84,single,1,19-05-2023
20,Yandel 150,Yandel,90,album,17,13-01-2023
21,El Azul,Junior H & Peso Pluma,95,single,1,10-02-2023
22,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,96,single,2,03-02-2023
23,PRC,Peso Pluma & Natanael Cano,96,single,1,23-01-2023
24,Tattoo,Loreen,92,single,1,25-02-2023
25,I Wanna Be Yours,Arctic Monkeys,94,album,12,09-09-2013
26,Anti-Hero,Taylor Swift,94,album,13,21-10-2022
27,Angels Like You,Miley Cyrus,92,album,15,27-11-2020
28,All My Life (feat. J. Cole),Lil Durk & J. Cole,89,single,1,12-05-2023
29,Last Night,Morgan Wallen,89,album,36,03-03-2023
30,Die For You,The Weeknd,91,album,18,24-11-2016
31,I'm Good (Blue),David Guetta & Bebe Rexha,94,single,2,26-08-2022
32,Cruel Summer,Taylor Swift,92,album,18,23-08-2019
33,Say Yes To Heaven,Lana Del Rey,86,single,2,19-05-2023
34,Here With Me,d4vd,94,single,1,22-09-2022
35,Another Love,Tom Odell,63,album,10,17-06-2013
36,Starboy,The Weeknd,93,album,18,25-11-2016
37,People,Libianca,92,single,1,06-12-2022
38,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,94,single,1,24-11-2022
39,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez & Em Beihold,93,single,1,22-04-2022
40,Moonlight,Kali Uchis,87,album,15,03-03-2023
41,golden hour,JVKE,90,album,12,23-09-2022
42,I Ain't Worried,OneRepublic,55,album,18,15-02-2023
43,La Bachata,Manuel Turizo,87,album,15,17-03-2023
44,Shakira: Bzrp Music Sessions Vol. 53,Bizarrap & Shakira,94,single,1,11-01-2023
45,Unholy (feat. Kim Petras),Sam Smith,86,album,13,27-01-2023
46,Frágil,Yahritza Y Su Esencia & Grupo Frontera,90,single,1,07-04-2023
47,Yellow,Coldplay,91,album,10,10-07-2000
48,Por las Noches,Peso Pluma,93,single,1,11-06-2021
49,Hey Mor,Ozuna,91,album,18,07-10-2022
50,Abcdario,Eden Muñoz & Junior H,85,single,1,13-05-2023
1,Ella Baila Sola,Eslabon Armado,91,album,16,28-04-2023
2,WHERE SHE GOES,Bad Bunny,92,single,1,18-05-2023
3,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,single,2,17-03-2023
4,un x100to,Grupo Frontera & Bad Bunny,100,single,1,17-04-2023
5,Cupid - Twin Ver.,FIFTY FIFTY,98,single,3,24-02-2023
6,Flowers,Miley Cyrus,91,album,13,10-03-2023
7,Daylight,David Kushner,97,single,1,14-04-2023
8,Kill Bill,SZA,94,album,23,08-12-2022
9,As It Was,Harry Styles,92,album,13,20-05-2022
10,TQG,KAROL G,96,album,17,24-02-2023
11,Classy 101,Feid & Young Miko,96,single,1,31-03-2023
12,Angel Pt. 1,Fast & Furious: The Fast Saga & Jimin & BTS,84,single,2,17-05-2023
13,Acróstico,Shakira,90,single,1,11-05-2023
14,TQM,Fuerza Regida,85,single,1,19-05-2023
15,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,album,15,02-12-2022
16,Calm Down (with Selena Gomez),Rema,80,album,22,27-04-2023
17,BESO,ROSALÍA & Rauw Alejandro,96,single,3,24-03-2023
18,Yandel 150,Yandel,90,album,17,13-01-2023
19,El Azul,Junior H & Peso Pluma,95,single,1,10-02-2023
20,See You Again (feat. Kali Uchis),Tyler The Creator,94,album,14,21-07-2017
21,Die For You (with Ariana Grande) - Remix,The Weeknd,88,album,21,14-03-2023
22,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,96,single,2,03-02-2023
23,PRC,Peso Pluma & Natanael Cano,96,single,1,23-01-2023
24,Anti-Hero,Taylor Swift,94,album,13,21-10-2022
25,Die For You,The Weeknd,91,album,18,24-11-2016
26,I Wanna Be Yours,Arctic Monkeys,94,album,12,09-09-2013
27,Last Night,Morgan Wallen,89,album,36,03-03-2023
28,All My Life (feat. J. Cole),Lil Durk & J. Cole,89,single,1,12-05-2023
29,Tattoo,Loreen,92,single,1,25-02-2023
30,Angels Like You,Miley Cyrus,92,album,15,27-11-2020
31,I'm Good (Blue),David Guetta & Bebe Rexha,94,single,2,26-08-2022
32,The Best,Tina Turner,78,album,12,13-09-1989
33,What's Love Got to Do with It - 2015 Remaster,Tina Turner,74,album,25,29-05-1984
34,Here With Me,d4vd,94,single,1,22-09-2022
35,Say Yes To Heaven,Lana Del Rey,86,single,2,19-05-2023
36,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,94,single,1,24-11-2022
37,People,Libianca,92,single,1,06-12-2022
38,Cruel Summer,Taylor Swift,92,album,18,23-08-2019
39,Starboy,The Weeknd,93,album,18,25-11-2016
40,Another Love,Tom Odell,63,album,10,17-06-2013
41,golden hour,JVKE,90,album,12,23-09-2022
42,Moonlight,Kali Uchis,87,album,15,03-03-2023
43,Por las Noches,Peso Pluma,93,single,1,11-06-2021
44,I Ain't Worried,OneRepublic,55,album,18,15-02-2023
45,Shakira: Bzrp Music Sessions Vol. 53,Bizarrap & Shakira,94,single,1,11-01-2023
46,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez & Em Beihold,93,single,1,22-04-2022
47,La Bachata,Manuel Turizo,87,album,15,17-03-2023
48,Unholy (feat. Kim Petras),Sam Smith,85,album,13,27-01-2023
49,Hey Mor,Ozuna,91,album,18,07-10-2022
50,Frágil,Yahritza Y Su Esencia & Grupo Frontera,91,single,1,07-04-2023
1,Ella Baila Sola,Eslabon Armado,91,album,16,28-04-2023
2,WHERE SHE GOES,Bad Bunny,93,single,1,18-05-2023
3,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,single,2,17-03-2023
4,un x100to,Grupo Frontera & Bad Bunny,100,single,1,17-04-2023
5,Karma (feat. Ice Spice),Taylor Swift,77,album,23,26-05-2023
6,Snow On The Beach (feat. More Lana Del Rey),Taylor Swift,77,album,23,26-05-2023
7,Cupid - Twin Ver.,FIFTY FIFTY,98,single,3,24-02-2023
8,Hits Different,Taylor Swift,77,album,23,26-05-2023
9,Flowers,Miley Cyrus,91,album,13,10-03-2023
10,Daylight,David Kushner,97,single,1,14-04-2023
11,Kill Bill,SZA,94,album,23,08-12-2022
12,As It Was,Harry Styles,92,album,13,20-05-2022
13,TQG,KAROL G,96,album,17,24-02-2023
14,All My Life (feat. J. Cole),Lil Durk,72,album,21,26-05-2023
15,Classy 101,Feid & Young Miko,96,single,1,31-03-2023
16,Anti-Hero,Taylor Swift,94,album,13,21-10-2022
17,TQM,Fuerza Regida,86,single,1,19-05-2023
18,Calm Down (with Selena Gomez),Rema,80,album,22,27-04-2023
19,Acróstico,Shakira,90,single,1,11-05-2023
20,Dance The Night (From Barbie The Album),Dua Lipa,75,single,1,25-05-2023
21,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,album,15,02-12-2022
22,BESO,ROSALÍA & Rauw Alejandro,96,single,3,24-03-2023
23,El Azul,Junior H & Peso Pluma,95,single,1,10-02-2023
24,Yandel 150,Yandel,90,album,17,13-01-2023
25,Die For You (with Ariana Grande) - Remix,The Weeknd,88,album,21,14-03-2023
26,Angel Pt. 1,Fast & Furious: The Fast Saga & Jimin & BTS,85,single,2,17-05-2023
27,See You Again (feat. Kali Uchis),Tyler The Creator,94,album,14,21-07-2017
28,Last Night,Morgan Wallen,89,album,36,03-03-2023
29,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,96,single,2,03-02-2023
30,PRC,Peso Pluma & Natanael Cano,96,single,1,23-01-2023
31,I'm Good (Blue),David Guetta & Bebe Rexha,94,single,2,26-08-2022
32,Tattoo,Loreen,92,single,1,25-02-2023
33,Cruel Summer,Taylor Swift,92,album,18,23-08-2019
34,Die For You,The Weeknd,91,album,18,24-11-2016
35,I Wanna Be Yours,Arctic Monkeys,94,album,12,09-09-2013
36,Angels Like You,Miley Cyrus,92,album,15,27-11-2020
37,Say Yes To Heaven,Lana Del Rey,87,single,2,19-05-2023
38,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,94,single,1,24-11-2022
39,Here With Me,d4vd,94,single,1,22-09-2022
40,People,Libianca,93,single,1,06-12-2022
41,I Ain't Worried,OneRepublic,55,album,18,15-02-2023
42,Por las Noches,Peso Pluma,93,single,1,11-06-2021
43,La Bachata,Manuel Turizo,87,album,15,17-03-2023
44,Starboy,The Weeknd,93,album,18,25-11-2016
45,golden hour,JVKE,90,album,12,23-09-2022
46,Another Love,Tom Odell,63,album,10,17-06-2013
47,Moonlight,Kali Uchis,87,album,15,03-03-2023
48,Hey Mor,Ozuna,91,album,18,07-10-2022
49,Shakira: Bzrp Music Sessions Vol. 53,Bizarrap & Shakira,94,single,1,11-01-2023
50,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez & Em Beihold,93,single,1,22-04-2022
1,Ella Baila Sola,Eslabon Armado,91,album,16,28-04-2023
2,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,single,2,17-03-2023
3,un x100to,Grupo Frontera & Bad Bunny,100,single,1,17-04-2023
4,WHERE SHE GOES,Bad Bunny,94,single,1,18-05-2023
5,Cupid - Twin Ver.,FIFTY FIFTY,98,single,3,24-02-2023
6,Flowers,Miley Cyrus,91,album,13,10-03-2023
7,As It Was,Harry Styles,92,album,13,20-05-2022
8,Kill Bill,SZA,94,album,23,08-12-2022
9,Daylight,David Kushner,97,single,1,14-04-2023
10,TQG,KAROL G,96,album,17,24-02-2023
11,Classy 101,Feid & Young Miko,96,single,1,31-03-2023
12,TQM,Fuerza Regida,87,single,1,19-05-2023
13,Calm Down (with Selena Gomez),Rema,80,album,22,27-04-2023
14,Hits Different,Taylor Swift,80,album,23,26-05-2023
15,Anti-Hero,Taylor Swift,94,album,13,21-10-2022
16,El Azul,Junior H & Peso Pluma,95,single,1,10-02-2023
17,Acróstico,Shakira,91,single,1,11-05-2023
18,All My Life (feat. J. Cole),Lil Durk,77,album,21,26-05-2023
19,BESO,ROSALÍA & Rauw Alejandro,96,single,3,24-03-2023
20,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,album,15,02-12-2022
21,Yandel 150,Yandel,90,album,17,13-01-2023
22,PRC,Peso Pluma & Natanael Cano,96,single,1,23-01-2023
23,Die For You (with Ariana Grande) - Remix,The Weeknd,88,album,21,14-03-2023
24,See You Again (feat. Kali Uchis),Tyler The Creator,94,album,14,21-07-2017
25,Last Night,Morgan Wallen,89,album,36,03-03-2023
26,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,96,single,2,03-02-2023
27,Snow On The Beach (feat. More Lana Del Rey),Taylor Swift,80,album,23,26-05-2023
28,I'm Good (Blue),David Guetta & Bebe Rexha,94,single,2,26-08-2022
29,Angel Pt. 1,Fast & Furious: The Fast Saga & Jimin & BTS,85,single,2,17-05-2023
30,I Wanna Be Yours,Arctic Monkeys,94,album,12,09-09-2013
31,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,94,single,1,24-11-2022
32,Dance The Night (From Barbie The Album),Dua Lipa,79,single,1,25-05-2023
33,Die For You,The Weeknd,91,album,18,24-11-2016
34,Cruel Summer,Taylor Swift,92,album,18,23-08-2019
35,Karma (feat. Ice Spice),Taylor Swift,79,album,23,26-05-2023
36,Angels Like You,Miley Cyrus,92,album,15,27-11-2020
37,Tattoo,Loreen,92,single,1,25-02-2023
38,People,Libianca,93,single,1,06-12-2022
39,I Ain't Worried,OneRepublic,55,album,18,15-02-2023
40,Here With Me,d4vd,94,single,1,22-09-2022
41,Por las Noches,Peso Pluma,93,single,1,11-06-2021
42,La Bachata,Manuel Turizo,87,album,15,17-03-2023
43,Shakira: Bzrp Music Sessions Vol. 53,Bizarrap & Shakira,94,single,1,11-01-2023
44,Hey Mor,Ozuna,91,album,18,07-10-2022
45,Say Yes To Heaven,Lana Del Rey,87,single,2,19-05-2023
46,Frágil,Yahritza Y Su Esencia & Grupo Frontera,91,single,1,07-04-2023
47,Moonlight,Kali Uchis,87,album,15,03-03-2023
48,Starboy,The Weeknd,93,album,18,25-11-2016
49,golden hour,JVKE,90,album,12,23-09-2022
50,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez & Em Beihold,93,single,1,22-04-2022
1,Ella Baila Sola,Eslabon Armado,91,album,16,28-04-2023
2,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,single,2,17-03-2023
3,WHERE SHE GOES,Bad Bunny,94,single,1,18-05-2023
4,un x100to,Grupo Frontera & Bad Bunny,100,single,1,17-04-2023
5,Cupid - Twin Ver.,FIFTY FIFTY,98,single,3,24-02-2023
6,Flowers,Miley Cyrus,91,album,13,10-03-2023
7,Kill Bill,SZA,94,album,23,08-12-2022
8,As It Was,Harry Styles,92,album,13,20-05-2022
9,Daylight,David Kushner,97,single,1,14-04-2023
10,TQM,Fuerza Regida,88,single,1,19-05-2023
11,TQG,KAROL G,96,album,17,24-02-2023
12,El Azul,Junior H & Peso Pluma,95,single,1,10-02-2023
13,Classy 101,Feid & Young Miko,96,single,1,31-03-2023
14,Anti-Hero,Taylor Swift,94,album,13,21-10-2022
15,Calm Down (with Selena Gomez),Rema,80,album,22,27-04-2023
16,Die For You (with Ariana Grande) - Remix,The Weeknd,88,album,21,14-03-2023
17,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,album,15,02-12-2022
18,Angel Pt. 1,Fast & Furious: The Fast Saga & Jimin & BTS,85,single,2,17-05-2023
19,See You Again (feat. Kali Uchis),Tyler The Creator,94,album,14,21-07-2017
20,PRC,Peso Pluma & Natanael Cano,95,single,1,23-01-2023
21,Last Night,Morgan Wallen,89,album,36,03-03-2023
22,Yandel 150,Yandel,90,album,17,13-01-2023
23,Hits Different,Taylor Swift,81,album,23,26-05-2023
24,Angels Like You,Miley Cyrus,92,album,15,27-11-2020
25,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,96,single,2,03-02-2023
26,I Wanna Be Yours,Arctic Monkeys,94,album,12,09-09-2013
27,BESO,ROSALÍA & Rauw Alejandro,96,single,3,24-03-2023
28,All My Life (feat. J. Cole),Lil Durk,79,album,21,26-05-2023
29,Acróstico,Shakira,91,single,1,11-05-2023
30,Die For You,The Weeknd,91,album,18,24-11-2016
31,Here With Me,d4vd,94,single,1,22-09-2022
32,Say Yes To Heaven,Lana Del Rey,88,single,2,19-05-2023
33,Cruel Summer,Taylor Swift,93,album,18,23-08-2019
34,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,94,single,1,24-11-2022
35,I'm Good (Blue),David Guetta & Bebe Rexha,94,single,2,26-08-2022
36,People,Libianca,93,single,1,06-12-2022
37,Por las Noches,Peso Pluma,93,single,1,11-06-2021
38,Dance The Night (From Barbie The Album),Dua Lipa,81,single,1,25-05-2023
39,I Ain't Worried,OneRepublic,55,album,18,15-02-2023
40,Moonlight,Kali Uchis,87,album,15,03-03-2023
41,golden hour,JVKE,90,album,12,23-09-2022
42,Tattoo,Loreen,92,single,1,25-02-2023
43,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez & Em Beihold,93,single,1,22-04-2022
44,Starboy,The Weeknd,93,album,18,25-11-2016
45,Frágil,Yahritza Y Su Esencia & Grupo Frontera,91,single,1,07-04-2023
46,Snow On The Beach (feat. More Lana Del Rey),Taylor Swift,81,album,23,26-05-2023
47,Another Love,Tom Odell,63,album,10,17-06-2013
48,La Bachata,Manuel Turizo,87,album,15,17-03-2023
49,Shakira: Bzrp Music Sessions Vol. 53,Bizarrap & Shakira,94,single,1,11-01-2023
50,Like Crazy,Jimin,93,single,6,24-03-2023
1,Ella Baila Sola,Eslabon Armado,91,album,16,28-04-2023
2,WHERE SHE GOES,Bad Bunny,94,single,1,18-05-2023
3,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,single,2,17-03-2023
4,Cupid - Twin Ver.,FIFTY FIFTY,98,single,3,24-02-2023
5,un x100to,Grupo Frontera & Bad Bunny,100,single,1,17-04-2023
6,Flowers,Miley Cyrus,91,album,13,10-03-2023
7,Daylight,David Kushner,97,single,1,14-04-2023
8,Kill Bill,SZA,94,album,23,08-12-2022
9,As It Was,Harry Styles,92,album,13,20-05-2022
10,TQG,KAROL G,96,album,17,24-02-2023
11,Classy 101,Feid & Young Miko,96,single,1,31-03-2023
12,TQM,Fuerza Regida,88,single,1,19-05-2023
13,Anti-Hero,Taylor Swift,94,album,13,21-10-2022
14,Calm Down (with Selena Gomez),Rema,80,album,22,27-04-2023
15,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,album,15,02-12-2022
16,Die For You (with Ariana Grande) - Remix,The Weeknd,88,album,21,14-03-2023
17,Angel Pt. 1,Fast & Furious: The Fast Saga & Jimin & BTS,86,single,2,17-05-2023
18,See You Again (feat. Kali Uchis),Tyler The Creator,95,album,14,21-07-2017
19,Angels Like You,Miley Cyrus,92,album,15,27-11-2020
20,Last Night,Morgan Wallen,89,album,36,03-03-2023
21,BESO,ROSALÍA & Rauw Alejandro,96,single,3,24-03-2023
22,El Azul,Junior H & Peso Pluma,95,single,1,10-02-2023
23,I Wanna Be Yours,Arctic Monkeys,94,album,12,09-09-2013
24,All My Life (feat. J. Cole),Lil Durk,80,album,21,26-05-2023
25,Die For You,The Weeknd,91,album,18,24-11-2016
26,Yandel 150,Yandel,90,album,17,13-01-2023
27,Acróstico,Shakira,91,single,1,11-05-2023
28,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,96,single,2,03-02-2023
29,Say Yes To Heaven,Lana Del Rey,88,single,2,19-05-2023
30,Cruel Summer,Taylor Swift,93,album,18,23-08-2019
31,I'm Good (Blue),David Guetta & Bebe Rexha,94,single,2,26-08-2022
32,Here With Me,d4vd,94,single,1,22-09-2022
33,Hits Different,Taylor Swift,83,album,23,26-05-2023
34,PRC,Peso Pluma & Natanael Cano,95,single,1,23-01-2023
35,People,Libianca,93,single,1,06-12-2022
36,I Ain't Worried,OneRepublic,55,album,18,15-02-2023
37,Dance The Night (From Barbie The Album),Dua Lipa,82,single,1,25-05-2023
38,Moonlight,Kali Uchis,87,album,15,03-03-2023
39,Tattoo,Loreen,92,single,1,25-02-2023
40,Another Love,Tom Odell,64,album,10,17-06-2013
41,golden hour,JVKE,90,album,12,23-09-2022
42,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez & Em Beihold,93,single,1,22-04-2022
43,Starboy,The Weeknd,93,album,18,25-11-2016
44,Like Crazy,Jimin,93,single,6,24-03-2023
45,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,94,single,1,24-11-2022
46,Yellow,Coldplay,92,album,10,10-07-2000
47,Por las Noches,Peso Pluma,93,single,1,11-06-2021
48,La Bachata,Manuel Turizo,87,album,15,17-03-2023
49,Unholy (feat. Kim Petras),Sam Smith,85,album,13,27-01-2023
50,Shakira: Bzrp Music Sessions Vol. 53,Bizarrap & Shakira,94,single,1,11-01-2023
1,Ella Baila Sola,Eslabon Armado,92,album,16,28-04-2023
2,WHERE SHE GOES,Bad Bunny,95,single,1,18-05-2023
3,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,single,2,17-03-2023
4,un x100to,Grupo Frontera & Bad Bunny,100,single,1,17-04-2023
5,Cupid - Twin Ver.,FIFTY FIFTY,98,single,3,24-02-2023
6,Flowers,Miley Cyrus,91,album,13,10-03-2023
7,Daylight,David Kushner,97,single,1,14-04-2023
8,Kill Bill,SZA,94,album,23,08-12-2022
9,As It Was,Harry Styles,92,album,13,20-05-2022
10,Classy 101,Feid & Young Miko,96,single,1,31-03-2023
11,TQG,KAROL G,96,album,17,24-02-2023
12,TQM,Fuerza Regida,89,single,1,19-05-2023
13,Calm Down (with Selena Gomez),Rema,80,album,22,27-04-2023
14,Anti-Hero,Taylor Swift,94,album,13,21-10-2022
15,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,album,15,02-12-2022
16,Die For You (with Ariana Grande) - Remix,The Weeknd,88,album,21,14-03-2023
17,All My Life (feat. J. Cole),Lil Durk,81,album,21,26-05-2023
18,See You Again (feat. Kali Uchis),Tyler The Creator,95,album,14,21-07-2017
19,BESO,ROSALÍA & Rauw Alejandro,96,single,3,24-03-2023
20,El Azul,Junior H & Peso Pluma,95,single,1,10-02-2023
21,Angel Pt. 1,Fast & Furious: The Fast Saga & Jimin & BTS,86,single,2,17-05-2023
22,Angels Like You,Miley Cyrus,92,album,15,27-11-2020
23,Yandel 150,Yandel,90,album,17,13-01-2023
24,Say Yes To Heaven,Lana Del Rey,89,single,2,19-05-2023
25,Die For You,The Weeknd,91,album,18,24-11-2016
26,Last Night,Morgan Wallen,89,album,36,03-03-2023
27,I Wanna Be Yours,Arctic Monkeys,94,album,12,09-09-2013
28,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,95,single,2,03-02-2023
29,Acróstico,Shakira,91,single,1,11-05-2023
30,I'm Good (Blue),David Guetta & Bebe Rexha,94,single,2,26-08-2022
31,Cruel Summer,Taylor Swift,93,album,18,23-08-2019
32,Dance The Night (From Barbie The Album),Dua Lipa,84,single,1,25-05-2023
33,Here With Me,d4vd,56,single,9,26-05-2023
34,PRC,Peso Pluma & Natanael Cano,95,single,1,23-01-2023
35,People,Libianca,93,single,1,06-12-2022
36,Hits Different,Taylor Swift,84,album,23,26-05-2023
37,Tattoo,Loreen,93,single,1,25-02-2023
38,Moonlight,Kali Uchis,87,album,15,03-03-2023
39,golden hour,JVKE,90,album,12,23-09-2022
40,Another Love,Tom Odell,64,album,10,17-06-2013
41,I Ain't Worried,OneRepublic,55,album,18,15-02-2023
42,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez & Em Beihold,93,single,1,22-04-2022
43,Starboy,The Weeknd,93,album,18,25-11-2016
44,AMG,Natanael Cano & Peso Pluma & Gabito Ballesteros,94,single,1,24-11-2022
45,Like Crazy,Jimin,93,single,6,24-03-2023
46,La Bachata,Manuel Turizo,87,album,15,17-03-2023
47,Por las Noches,Peso Pluma,93,single,1,11-06-2021
48,Unholy (feat. Kim Petras),Sam Smith,85,album,13,27-01-2023
49,Hey Mor,Ozuna,91,album,18,07-10-2022
50,Yellow,Coldplay,92,album,10,10-07-2000
1,Ella Baila Sola,Eslabon Armado,92,album,16,28-04-2023
2,WHERE SHE GOES,Bad Bunny,95,single,1,18-05-2023
3,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,single,2,17-03-2023
4,un x100to,Grupo Frontera & Bad Bunny,100,single,1,17-04-2023
5,Cupid - Twin Ver.,FIFTY FIFTY,98,single,3,24-02-2023
6,Flowers,Miley Cyrus,91,album,13,10-03-2023
7,Daylight,David Kushner,97,single,1,14-04-2023
8,Kill Bill,SZA,94,album,23,08-12-2022
9,As It Was,Harry Styles,92,album,13,20-05-2022
10,Classy 101,Feid & Young Miko,96,single,1,31-03-2023
11,TQG,KAROL G,96,album,17,24-02-2023
12,TQM,Fuerza Regida,89,single,1,19-05-2023
13,Calm Down (with Selena Gomez),Rema,80,album,22,27-04-2023
14,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,album,15,02-12-2022
15,Anti-Hero,Taylor Swift,94,album,13,21-10-2022
16,El Azul,Junior H & Peso Pluma,95,single,1,10-02-2023
17,Die For You (with Ariana Grande) - Remix,The Weeknd,88,album,21,14-03-2023
18,BESO,ROSALÍA & Rauw Alejandro,96,single,3,24-03-2023
19,See You Again (feat. Kali Uchis),Tyler The Creator,95,album,14,21-07-2017
20,Angel Pt. 1,Fast & Furious: The Fast Saga & Jimin & BTS,86,single,2,17-05-2023
21,All My Life (feat. J. Cole),Lil Durk,82,album,21,26-05-2023
22,Angels Like You,Miley Cyrus,92,album,15,27-11-2020
23,Yandel 150,Yandel,90,album,17,13-01-2023
24,Say Yes To Heaven,Lana Del Rey,89,single,2,19-05-2023
25,I Wanna Be Yours,Arctic Monkeys,94,album,12,09-09-2013
26,Last Night,Morgan Wallen,89,album,36,03-03-2023
27,Die For You,The Weeknd,91,album,18,24-11-2016
28,Acróstico,Shakira,91,single,1,11-05-2023
29,I'm Good (Blue),David Guetta & Bebe Rexha,94,single,2,26-08-2022
